submission_date,reviewer_id,product_id,product_name,product_brand,site_category_lv1,site_category_lv2,review_title,overall_rating,recommend_to_a_friend,review_text,reviewer_birth_year,reviewer_gender,reviewer_state
2018-03-15 06:13:01,e314ba02d973bf9e7008a9389eabad18e8960a2d61536d8fd9eae70ae96dbeea,132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum",,Celulares e Smartphones,Smartphone,MUITO BOM,4,Yes,"BEM RAPIDO, E VARIAS FUNÇÕES NOVAS, E CHATO TER QUE ESCREVER TANTO ASSIM SÓ PRA ESSE SITE ACEITAR A AVALIAÇÃO",1981.0,M,SP
2018-01-02 06:33:57,583aace5b1aeeda39cb579ce29048010f509a005b587ad819274e5c232f9a503,118174866,Máquina de Costura Portátil Incasa Compact Bivolt Branca e Azul,incasa,Eletroportáteis,Máquina de Costura,Produto excelente!!!,4,Yes,"Preencheu TDS minhas espectativas,chegou antes do prazo muito prático e rápido....",1982.0,F,SP
2018-04-10 16:18:19,fb765aacd4fddbe70a7984073b585f51faef4e6554fd7091c787501128941fc4,113057020,Kit Patins Tri-Line Tamanho 30 a 33 Fênix Rosa,fenix,Brinquedos,Mais Bem Avaliados,Não recebi ainda. Já extrapolou o prazo!,1,No,Difícil pedirem pra comentar como se tivesse recebido. Devia cumprir o prazo estabelecido e entregar logo!,1988.0,F,BA
2018-03-02 10:53:18,c20bc77abb863bcc04c9456bf2afda9d32fa7de5227bc627eeff0150c6bdc2ac,24209864,Purificador De Água Electrolux Branco Pe11b Bivolt Com Painel Touch,,Eletroportáteis,Bebedouro e Purificador de Água,Perfeito,5,No,Perfeito em todos os sentidos. Purificador residencial. Otim escolha.,1985.0,F,SP
2018-01-10 06:58:44,06b1fdda3320c43074328a0386f221946cfb3c60e4ca7375cf9d3343e10a8fe7,129779668,Coleção Infantil: Pum - 4 livros + sacola,,Livros,Livro Infantil,otimo,5,Yes,muito bom gostei muito do produto e indico para todos .,1981.0,F,MG
2018-05-24 13:16:29,d3576a7e56555e86867b2d9d17cc7210cb2dc79b72a363df9bdaa277fac7fe05,132118351,"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB Câmera 12MP - Ametista",samsung,Celulares e Smartphones,Smartphone,Excelente aquisição,5,Yes,"Muito satisfeito com o produto, qualidade no acabamento, chegou antes do esperado além de muito bonito, com um poder de processamento satisfatório, como eu esperava que fosse. Além disso, o S8+ alcançou minhas expectativas com relação a bateria e seu tempo útil, o que me dá uma extensão de mais tempo de uso ao longo do dia.",1977.0,M,PE
2018-05-19 19:50:00,78f04e70fb7b66d875386b263a32b5debef86aea171e4744be02ea639722d4cc,16861028,Kit Recarga Para Cartucho Hp 400 Ml 662 122 901 74 664 61 21 22 74 75 93 92 94 Corante Formulabs,,Informática e Acessórios,Tinta para Impressora,Excelente.,5,Yes,Ótimo preço e qualidade. Impressão perfeita. Para impressora hp,1991.0,M,SP
2018-04-28 09:02:05,cf3136c815e03795bf73182df5918890e09697cba6b55a91763cca7e3c8ce6df,12837984,Fralda Absorvente Abri-Form Premium M4 Médio Pacote Com 14 Unidades - Abena,,Saúde,Higiene Pessoal,Melhor Fralda,5,Yes,"Melhor fralda que há no mercado, absorve melhor e oferece muito mais conforto para o idoso. A entrega foi antes do prazo e o atendimento da loja Mundo Geriatrico foi excelente!",1957.0,F,SP
2018-02-27 19:55:07,f6ca6988c6a7b144f65e2c8d06841e14801d3138dfe41435715fef127d764dbf,10514676,Ar Condicionado Split 9000 Btu/S Quente/Frio 220v Samsung Digital Inverter Ar09hsspbsn/Az,,Ar-condicionado e Aquecedores,,Ar Condicionado,5,Yes,recomendo produto. Atendimento no prazo acordado. Caracterosticas conforme descrição,1971.0,M,MG
2018-04-06 09:36:29,cf90dbf9725ce1bc448d8de2c7080286c90d383ca81456bbeece373c09e5dde7,23692154,Impressora de Cupom Não Fiscal Epson Tm-T20 USB Com Guilhotina Bivolt,,"Agro, Indústria e Comércio",Automação Comercial,boa,3,Yes,,1982.0,M,BA
2018-01-17 06:35:05,f6b97b80a38fcb80418010db5312b000847ba0280d2dc5b70f1c23504be09eb4,24779867,Purificador De Água Electrolux Pe11x Prata Com Painel Touch,,Eletroportáteis,Bebedouro e Purificador de Água,"Maravilhoso, gostei muito do produto, também da entrega",5,Yes,"Gostei, atendeu bem as minhas necessidades, estou satisfeita e recomendo o Purificador de água Eletrolux.",1964.0,F,SP
2018-04-19 15:31:44,c9c8613361252d9ba79c45979a355cc74ee714e56af516fe7d81ccb06790efce,31483418,Headfone bluetooth com FM e entrada para cartão SD  S460,,Informática e Acessórios,,Veio com acabamento  puído!,1,No,"Poderiam dar mais atenção aos produtos de entrega, pois comprei para presente, e agora oq irei fazer com isso!?",1983.0,F,RJ
2018-02-23 12:54:01,83e1724429a33427fef1b2e0c13a1a3e8c8a403bc737c364ef38eaa870fba396,132390047,"Smartphone Samsung Galaxy J5 Pro Dual Chip Android 7.0 Tela 5,2"" Octa-Core 1.6 GHz 32GB 4G Câmera 13MP - Dourado",,Celulares e Smartphones,Smartphone,Cumpriu as expectativas,1,Yes,"Parabéns pra Americanas! Entregou bem antes do prazo, recebi o produto que foi muito bem embalado. Ótimo smartphone, ótimo acabamento, fotos perfeitas, responde muito rápido. Um pouco pesado, mas nada que atrapalhe o manuseio.",1966.0,M,SP
2018-03-25 18:03:23,100242fa6216515a0b1bd4fc501cb6fa2ef07bb869494a8f17aba45155554f8f,23095399,Impressora Hp Laserjet Pro Mono M102w Wireless G3q35a,,Informática e Acessórios,Impressora Multifuncional,"Boa, excelente, muito bom!",5,Yes,"Boa, excelente, muito bom!Boa, excelente, muito bom!Boa, excelente, muito bom!",1970.0,M,SC
2018-02-07 06:59:01,bec4c191dea471cfa15d79be001b40f779ee69cadce78e8fc87904b96c5eb8d5,18259857,Giz Pastel Oleoso Técnico Reeves Com 12 Cores - 4880080,,Papelaria,"Giz, Pastel e Cera",Opinião indireta,5,Yes,A professora do meu filho achou o produto ótimo!  Porém eu não tenho como avaliar.,1982.0,F,SP
2018-04-02 09:06:35,6b0b57afcd96373125f507395760336ec6acbdc3a82ef5ec7aa27058bd8c13f5,18596056,Chapinha Prancha Profissional Nano Titanium 1 1/4 Até 450ºF - Bivolt,,Beleza e Perfumaria,Cabelo,Satisfação,4,Yes,"O produto ótimo,eu recomendo a quem tiver interesse em ter uma.",1977.0,F,MG
2018-02-04 18:36:31,1a79d69e5978e93293c7c07f59acb722db9f015766ff0d9377fa8cb29ccb6b82,132229131,"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi Câmera 13MP com Leitor de Digital - Rosa",,Celulares e Smartphones,Smartphone,J5 Celular Atende,4,Yes,Foi um presente para minha esposa que está adorando o produto. Celular básico que atende as necessidades. Bom custo beneficio.,1983.0,M,MG
2018-01-18 12:35:54,70033ffe91738a638938cb695b5b291ef318062762ceb0a7220e394a7f78d154,11935354,Mochila De Rodinhas Infantil Dmw M Black A Hora Da Aventura,,Papelaria,Mochilas Escolares,Muito bom,5,Yes,Gostei muito do produto e o mesmo é exatamento o que esta no site.,1992.0,F,SP
2018-01-21 08:51:20,8ba7b207fd96d07b1f461b1edf7d68c832b96ff1353c0592adf9ad413c2b96da,21733371,Lowell Keeping Liss Liso Mágico - Fluído Termoativado 200ml,,Beleza e Perfumaria,Cabelo,amei o produto,4,Yes,o produto eh excelente.  super recomendo. vou comprar mais vezes. a entrega foi super rapida. antes do prazo.,1976.0,F,SP
2018-01-17 12:54:11,54096765c69d8a61a316164dfe4f641562098e0e1c7973ddab45fb9e023eb934,19430514,Aparelho Eletroestimulador Com Eletropulsos Tens  Fes Eletrônico,,Esporte e Lazer,Pilates e Yoga,"Aparelho muito bom, funcionando direitinho.",4,Yes,Encomenda veio rápido! Tudo em ordem com aparelho.,1961.0,F,PR
2018-01-04 08:21:49,9c94223a843093a334fd1870dba7c1d4c2466ffb167d3e68b1cdd9ee6504372d,128914434,"Notebook Lenovo Ideapad 310 Intel Core 6 i7-6500u 8GB (GeForce 920M de 2GB) 1TB Tela LED 15"" Windows 10 - Prata",lenovo,Informática,Notebook,Notebook Lenovo,2,Yes,"Na verdade minha avaliação é proforme pois passados 33 dias a transportadora não entregou, e o suporte da Americana não foi bom para ajudar a resolver o problema alegado pelo transporte. Hoje meu dinheiro está com a Americanas e eu sem o notebook.",1955.0,M,GO
2018-01-11 06:53:19,c1c75218663a65ee9af1457efa6518d77ee1614f579dd6fed6bb063a354349c3,131765847,"Smart TV LED 49"" LG 49UJ6525 Com Conversor Digital 4 HDMI 2 USB Painel Ips, Hdr e Magic Mobile",lg,TV e Home Theater,TV,gostei,4,Yes,"Bom custo benefício, porém não vem com o controle Magic Mobile, somente aceita-o caso você compre.",1990.0,M,RS
2018-05-08 20:15:43,8726d82bbb1c9ab31d160f242837151c8430cc7959e5767037930f2213e8a2b0,9627515,Roteador Repetidor Sinal Wifi 300mbps Wps Ap Aumentar Sinal,,Informática e Acessórios,Equipamento de Rede / Wireless,Produto com defeito,1,No,"Até o momento não funcionou. Já fiz de tudo para configurar o aparelho, seguí os passos do manual, assistí videos sobre a configuração, mas não funcionou. Preciso de ajuda para resolver este problema.",1960.0,M,SP
2018-03-12 05:22:00,d581d8009825f6eafd56de503a6bd4a86432a58b25b8f25898c00c87b947d9d6,22933998,Multifuncional Epson Tanque De Tinta L395 (wi-fi) - Brcf46302,,Informática e Acessórios,Impressora Multifuncional,Ótimo produto!,5,Yes,"Produto muito bom! Realmente, a recomendação que tive faz sentido. Podemos encontrar impressoras mais baratas. Mas o custo com os cartuchos, no final das contas, sai muito mais caro que a impressora de tanque.",1976.0,M,SP
2018-01-25 10:21:28,725c3ddc092136b2cc1bcafa5f1636b7fb1e3dc1a81dd495317701f4bac0f3ef,26344957,Rolamento Roda Traseira - Subaru Forester - 1997 / 2007 - 186537 - Ir18583,,Automotivo,Autopeças,Não serve na Forester 2006!!!!,1,No,"Comprei, chegou no prazo tudo certo... mais não é o tamanho correto. Tamanho correto para Forester é 45x65x40.",1980.0,M,PR
2018-04-03 16:15:01,1f9761c1424125ed699e0322700c8d9fc4f55d164ad2bd0176c14a9aad782092,21804072,Estante Multiuso Colors Siena Móveis,,Móveis,Estante e Livreiro,Completamente torto,2,No,"O produto vem com furações erradas, fazendo com que ele fique completamente torto na hora da montagem. A peça das costas nem entrou e tive que improvisar parafusos e furar com a mão por conta da furação errada.",1987.0,M,BA
2018-03-09 21:28:17,c2421962dd3d5c336991b22facd8a17f91e36c508a75cdb55691f4ad02f8eacd,376634,Audi ATT Azul com Pedal - Homeplay,homeplay,Brinquedos,Mini Veículos,Excelente Produto !,5,Yes,Gostei muito ! igual ao anunciado ! O compra se deu muito tranquila e o vendedor foi muito rapido com sua entrega... EU RECOMENDO !!!,1960.0,F,SP
2018-05-26 17:05:32,58e2a4d08644ecdc1b93077ee56190f5b2cbc7e7159237efc4415daf2da26522,9289990,Cooktop Fischer 5 Queimadores Tripla Chama Vidro - 110/220,,Eletrodomésticos,Cooktop,Fiquei muito contente com o produto,5,Yes,"Queridíssimo com o produto. Além de boa qualidade muito bonito e entrega muito rápida, agradeço a todos e recomendo",1961.0,M,SP
2018-05-21 13:04:52,0754c10530979a3cf524267d8263e561b8ff885132eda0055773829d9efd527b,130170796,"Smart TV LED 49"" Toshiba 49L2600 Full HD com Conversor Digital Wi-Fi 3 HDMI 2 USB 60Hz",toshiba,TV e Home Theater,TV,ótimo gostei muito,3,Yes,esse produto é ótimo se alguém tiver interesse em comprar pode comprar que é muito mesmo,1974.0,M,SP
2018-02-28 18:03:08,a2f2545083e7f1a7c60d933695fae974ec1e91b93ac244e54f3cbdab2a6d437b,132571227,Oneblade com 2 Pentes QP2521 - Philips,,Beleza e Perfumaria,Barbearia,Melhor barbeador do mercado!!!,5,Yes,"Dei para meu marido de presente, ele não acreditava em barbeadores elétricos até experimentar esse. Excelente, apesar da lâmina de reposição ser cara, vale a pena pois a durabilidade dela segundo consta é de 4 meses.",1956.0,F,ES
2018-03-04 08:09:01,c3ea8ee9de0afdc6efaac0ee4bbd666b6ff99126f7f5dc0d8f71be08dd381ce5,132384801,"Notebook Lenovo Ideapad 320 Intel Core i5-7200u 8GB (GeForce 940MX com 2GB) 1TB 15,6"" Windows 10 - Prata",,Informática,Notebook,hd externo,4,Yes,,1969.0,M,ES
2018-05-23 17:14:33,277e85d48e897d00e88e0f7db94c48d2fc235fd8a02ac9f31bca96c802d15dd9,25852977,Tênis Infantil Masculino Botinho 685,,Moda,Infantil,Excelente...,5,Yes,"Produto maravilhoso, material de ótima qualidade, recomendo a compra.",1981.0,F,PR
2018-04-13 06:41:12,e47ea65c2b4c071aeb3651485d4eb7d2f6aab71a079ef3f55ac63ec3d9a6aa69,120174128,Micro-ondas LG EasyClean MS3052R 30 litros  - Branco com puxador prata,lg,Eletrodomésticos,Micro-ondas,PRODUTO ÓTIMO...PRAZO DE ENTREGA CUMPRIDO,5,Yes,"PRODUTO ÓTIMO...PRAZO DE ENTREGA CUMPRIDO, ATENDENDO TODAS AS EXPECTATIVAS.",1984.0,F,PR
2018-02-10 19:26:48,9a52f51d78ea31c1c8532a214dce21d22f4debcd0209976b00d36720f97e93da,129542661,"Smartphone Samsung Galaxy On 7 Dual Chip Android 5.1 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado",samsung,Celulares e Smartphones,Smartphone,excelente produto !!!,5,Yes,produto bom e de optima calidade; até agora funciona muito bem,1989.0,M,MG
2018-04-15 18:04:52,8f8c2d34ace2adf8e4ad5c4d2a9df0280b9f647d2b92e325f22c7d72063ab86b,129760799,Relógio Masculino Guess Analógico Fashion 92585GPGTDC2,guess,Relógios,Relógios de Pulso,ótimo é muito bonito,4,Yes,relógio muito bonito e parece ser muito bom.(o tempo irá confirmar isso).,1979.0,M,DF
2018-04-17 08:42:51,afe5f806c4e69177bda5cc43717949c2699383447ab1ec8ab02658074d41fd55,119696771,Livro - Sexualidade Sem Censura,,Livros,Religião,Ótima leitura,4,No,,1990.0,F,RJ
2018-01-25 06:20:28,e3cfa1a91d5bbadc8be6c3c306cc538c62e701ca966edcc4e257cf31fbf9b338,24209864,Purificador De Água Electrolux Branco Pe11b Bivolt Com Painel Touch,,Eletroportáteis,Bebedouro e Purificador de Água,Excelente,5,Yes,"Produto excelente, cumpre o que promete! Me surpreendeu!",1966.0,M,RJ
2018-05-10 12:08:00,ac10bc63ca7b7bf84c5acee6dfd1e903ed6b8dc6afffccbfd3fb50fd27b4f7f8,28188125,Pote Térmico Inox Com Alça Carros Disney - Girotondo,,Bebês,Alimentação,Muito Bom,5,Yes,"Comprei para envio do lanche do meu filho, e adorei!!! Fiz um teste de 3 horas, e estava super quentinho ainda. A entrega foi super rápida, compre dia 07 e chegou em casa dia 10. A previsão de entrega eram de 15 dias úteis, como sempre o site da americanas nos surpreendendo positivamente :-)",1978.0,F,SP
2018-01-05 07:43:34,cf4d23822046afc20aec08e0d330c7e733a6071896aec47407ccc1f88568370e,110780933,Game Street Fighter X Tekken: Special Edition - PS3,capcom,Games,Playstation 3,Perfeito!,5,Yes,"Um excelente jogo pra quem é fã da saga. Gráficos perfeitos, personagens novos e uma história bacana.",1987.0,M,RJ
2018-03-28 21:48:38,4e8dded24b0df83e01826c64311231487b10ca40f6bb209af7e1066fca53b9c4,131570644,Boneca Baby Alive Cuida de Mim Loira C2691 - Hasbro,hasbro,Brinquedos,Bonecas,Nota dez amei,5,Yes,"Adorei, pois gosto muito das bonecas baby alive, acho que deveria ter sempre preços acesiveis.",1980.0,F,SP
2018-04-11 18:17:47,f906f2eb7686c08044ed63f277e5b43fa63a26039d13745c73bde3bc2367580e,16870648,"Kit 2 Suqueira Porta Gelo 3,6 Litros Polida Melhor Que Vidro",,Utilidades Domésticas,Utensílios e Acessórios Domésticos,Muito frágil,1,No,"A ideia de fazer um produto plástico é bem legal, mas o produto ficou muito flexível o que não me deu segurança quanto a estabilidade do produto e durabilidade.",1979.0,F,ES
2018-03-06 12:11:21,867f66b9e35129bcb4c46d514cbd7f8710605eea4358c4ce89410883c0ea58b4,31744783,Usado: Iphone 6s Apple 16gb Rosa,,Celulares e Smartphones,Smartphone,marra,5,Yes,o ruim é q a loja nao faz entrega em qualquer cidade,1988.0,F,CE
2018-01-15 07:48:55,2e537ada069165c9dfff90d61240719aaae5feb020d2df4b6e17959850d3fa27,120812572,Game - Minecraft - Xbox One,microsoft,Games,Xbox One,Adorei,5,No,Entrega super rápida como sempre. As lojas americanas sempre comprometida com seus clientes.,1978.0,F,DF
2018-05-24 16:26:05,4fd6cf2698693774a1e934369e0339a08c8468b4d66e31dd7458e300140e4704,33274748,Chinelo Infantil Calvin Klein Jeans Calvin Serifa Marinho,,Moda,Infantil,Defeito.,1,No,O chinelo veio com defeito. A tira de um dos chinelos veio torta.,1969.0,F,RJ
2018-05-11 20:57:09,e34a8ba82a47141e5b2d7fbb53e8b7a7f4222ee64d27d2d4f5e4bf245a0fd4be,24858249,Balança Para Cozinha Digital Com Cuba 5kg,,Utilidades Domésticas,Balança de Cozinha,Não possui função TARA,1,Yes,Outro brinquedinho sem graça do lixinho Americanas.com para quem gosta de se lambuzar...,1971.0,M,PE
2018-03-13 12:32:58,93933794e65789ac45325300e5863ccdb39adb1a13c2638d7282361aea0c77a2,15843990,Cartucho De Tinta Compatível Hp 74xl Preto (Black) L C4280 L C4480 L C5280 L D4260 L J5780 - 25ml,,Informática e Acessórios,Cartucho,muito bom,4,Yes,SÓ O FRETE QUE E CARO PARA MINHA CIDADE. xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx ESSE E OUTRO PROBLEMA. ESCREVER SER OBRIGADO A ESCREVER MUITO NESTE CAMPO.,1968.0,M,MG
2018-01-07 14:04:07,e0f45d68950cf9b3361a3bb9325b18c2c92c5e1401dc79b5e5faa3ec0a75b23b,16538252,Mascara Removedora De Cravos Hidratante Colageno Peeling Black Head - 10 Uni,,Saúde,,Estou usando ainda,3,Yes,um bom produto usarei um pouco mais pra ver se o resultado melhora.,1995.0,M,SP
2018-03-29 18:25:14,bf904485fdfba0fbfba4d6ffa12db3f30ad4c3139d9c6ed2ab6398e13ce137fd,132722700,"iPhone X Prata 256GB Tela 5.8"" IOS 11 4G Wi-Fi Câmera 12MP - Apple",,Celulares e Smartphones,Smartphone,Maravilhoso,5,Yes,A performance é bem parecida com o meu iPhone 7 Plus. Mas é bem menor em tamanho mesmo com uma tela maior. O reconhecimento facial e bárbaro. É fácil acostumar com a nova tecnologia. É o preço na semana do consumidor foi o que deveria ser o aparelho. Parabéns a Americanas,1960.0,M,SP
2018-01-02 12:25:15,3fdfe2cb0e4ecc50414689d10093ae5ee1dc8c502de0eea660734267e6dfb422,26119094,Lavadora Electrolux Automática Topload 12kg Cesto Inox Lac12 Branco,,Eletrodomésticos,Máquina de Lavar e Tanquinho,recomendo,5,Yes,Transação fácil e entrega antes do prazo. Muito bom!,1974.0,F,RJ
2018-01-07 07:26:41,438256cab685c91a5a73a205a3659b0f42c6a96674ac853d8be2ae8fa3f715af,132581716,"Smartphone Asus Zenfone 4 Max Dual Chip Android 7 Tela 5.5"" Snapdragon 32GB 4G Câmera Dual Traseira 13MP + 5MP Frontal 8MP - Dourado",,Celulares e Smartphones,Smartphone,Muito frágil!!,1,No,Comprei esse celular e com 6 dias quebrou a tela. Vejam a quantidade de reclamações que tem nas páginas da marca.,1989.0,F,PB
2018-01-18 18:52:16,8cf7f72ac2578c974ab4da56f8a51b2d2de2503905d0ab5cfb6da9d6b091b152,126474851,Aspirador de Pó Philco Rapid 1000N Vermelho/Preto - 1000W,philco,Eletroportáteis,Aspirador e Vassoura Elétrica,Excelente custo benefício.,5,Yes,"Muito útil, fácil de utilizar e de limpar, aspira bem a sujeira e a poeira.",1985.0,F,SP
2018-03-23 10:36:39,626b326c6ce84f1d6137404690da0d8866714cf742b2e016213faee8736b6204,28467846,"Poltrona Vancouver Clean 01 Lugar, Base Giratoria",,Móveis,Poltrona,Produto otimo,5,Yes,Produto de otima qualidade e chegou bem antes do fim do prazo de entrega!!! Loja Dicaza excelente,1982.0,F,RS
2018-05-15 20:22:51,4bf4bce64d04b9282d216ae96c1a2f85b57c9150bbf7659407e3b48accd7b0fc,24788804,Mochila Em Lona Para Ferramentas 19 Pol Mov 0200 Vonder,,Ferramentas e Jardim,Ferramentas Manuais,Não gostei muito do produto,2,No,"Esperei mais do produto , pois diz que é impermeável , que na realidade não é, na primeira chuva q pegou molhou tudo q estava dentro da mochila.",1966.0,M,PA
2018-02-01 19:37:02,1e44e9c2d137cbed67416d02bbdd97a8155d41a598c9ddf26b223fb89b99a47f,26673479,Smartphone Motorola Moto C Xt1750 Dual Sim Tela 5.0 8gb 5mp/2mp - Branco,,Celulares e Smartphones,Smartphone,Nunca mais compro na americanas,1,No,"Comprei dois celulares, paguei a vista e nunca recebi os aparelhos. Estão enrolando para devolver o dinheiro",1973.0,F,SP
